GEOID,Tract,PEWhite,PEBlack,PENative,PEAsian,PEHIPI,PEHispanic,GiniE,MedincE,PEpubasst,PEnopubasst,PENoCollege,PECollege,PEUnder18,PE18t24,PE25t34,PE35t44,PE45t54,PE55t64,PE65t74,PE75over,PEFemale,PEMale
17031020901,"Census Tract 209.01, Cook County, Illinois",0.23525588952071486,0.23168155970755483,0,0.25800162469536964,0,0.21965881397238018,0.4038,52254,0.03641025641025641,0.9635897435897436,0.20842738901429647,0.4258841234010534,0.2446791226645004,0.10755483346872462,0.17871649065800163,0.1415109666937449,0.1502843216896832,0.10121852152721365,0.059138911454102355,0.016896831844029243,0.49228269699431354,0.5077173030056864
17031020902,"Census Tract 209.02, Cook County, Illinois",0.3846947194719472,0.1353135313531353,0,0.2801155115511551,0,0.1848184818481848,0.4258,39484,0.038811400848999394,0.9611885991510006,0.23834048640915595,0.3224606580829757,0.19141914191419143,0.08766501650165016,0.20895214521452146,0.09962871287128713,0.11344884488448845,0.16563531353135313,0.066006600660066,0.06724422442244224,0.5402227722772277,0.4597772277227723
17031030101,"Census Tract 301.01, Cook County, Illinois",0.3669138327793403,0.26003579647149067,0,0.1598056762976221,0,0.18281769368447967,0.4415,48207,0.03783783783783784,0.9621621621621622,0.09692058346839547,0.5435980551053484,0.17821529020710816,0.032983891587829196,0.22781897212989005,0.15187931475326003,0.13704934799284071,0.11275888519560215,0.07849654819739198,0.08079774993607773,0.4878547686013807,0.5121452313986192
17031030102,"Census Tract 301.02, Cook County, Illinois",0.49067229848644844,0.18549806406195002,0.005631819781766983,0.13586765223512848,0,0.11158042942625836,0.4955,42123,0.009120171673819743,0.9908798283261803,0.04314204314204314,0.6483516483516484,0.03484688489968321,0.1003167898627244,0.28827877507919747,0.14361140443505807,0.12390003519887363,0.16860260471664906,0.0897571277719113,0.050686378035902854,0.45688137979584653,0.5431186202041535
17031030103,"Census Tract 301.03, Cook County, Illinois",0.5303300624442462,0.1975914362176628,0,0.11061552185548618,0.001784121320249777,0.10972346119536129,0.4532,57985,0,1,0.058319039451114926,0.725557461406518,0.05575379125780553,0.4241748438893845,0.19179304192685104,0.10303300624442462,0.10972346119536129,0.06422836752899197,0.0352363960749331,0.016057091882247992,0.5115967885816235,0.48840321141837645
17031030104,"Census Tract 301.04, Cook County, Illinois",0.6499560246262093,0.07974201114042803,0,0.15948402228085606,0,0.08765757842274993,0.4969,35988,0.011428571428571429,0.9885714285714285,0.11772950245269796,0.5129642606867554,0.034593960715332744,0.5470536499560247,0.11374963353855175,0.04309586631486367,0.06801524479624743,0.06508355321020229,0.07593081207856933,0.05247727939020815,0.5965992377601876,0.40340076223981236
17031030200,"Census Tract 302, Cook County, Illinois",0.7639424763240968,0.05313924938618029,0,0.03910908453174325,0,0.11574886004910558,0.4616,74434,0.016091954022988506,0.9839080459770115,0.06583880037488285,0.680178069353327,0.12960364784286216,0.12188705717292178,0.1866011925640126,0.12223781129428271,0.15047351806383724,0.16502981410031567,0.06980007015082428,0.05436688881094353,0.4807085233251491,0.519291476674851
17031030300,"Census Tract 303, Cook County, Illinois",0.3443960826985854,0.15233949945593037,0.005168661588683352,0.13873775843307942,0,0.3150163220892274,0.5034,41109,0.029081295439524125,0.9709187045604759,0.15393386545039908,0.41923223109083996,0.20973884657236128,0.07453754080522307,0.1781828073993471,0.1735582154515778,0.12268770402611534,0.10228509249183895,0.08732317736670293,0.051686615886833515,0.470348204570185,0.529651795429815
17031030400,"Census Tract 304, Cook County, Illinois",0.5754465982516154,0.02774610414291144,0.010642341315089319,0.07069555302166476,0,0.2706195362979856,0.531,57500,0.042488619119878605,0.9575113808801214,0.08984007525870179,0.6956726246472248,0.1516533637400228,0.04028886354998099,0.2227290003800836,0.18206005321170657,0.15469403268719117,0.12466742683390346,0.07639680729760548,0.047510452299505894,0.500570125427594,0.49942987457240595
17031030500,"Census Tract 305, Cook County, Illinois",0.6146478043029767,0.05526083112290009,0,0.05305039787798409,0.00206307102858827,0.2247273798997937,0.3998,90955,0.029672578444747612,0.9703274215552524,0.1133518776077886,0.6874130737134909,0.1044798113763631,0.04789272030651341,0.2677571470674919,0.21809608016504567,0.16445623342175067,0.08414382552313587,0.08488063660477453,0.028293545534924844,0.45770704391394046,0.5422929560860595
17031030601,"Census Tract 306.01, Cook County, Illinois",0.4366239188786162,0.17685654637637938,0,0.22248732478377573,0,0.149418431255592,0.4566,34861,0.01763668430335097,0.982363315696649,0.21580320536712636,0.48714125978382405,0.12317327766179541,0.07664777810915598,0.2648374589919475,0.12198031613480466,0.11571726811810319,0.09841932597673725,0.08380554727110051,0.1154190277363555,0.4586937071279451,0.5413062928720549
17031030603,"Census Tract 306.03, Cook County, Illinois",0.4087136929460581,0.1813278008298755,0.016182572614107885,0.15062240663900414,0,0.22074688796680497,0.5067,42059,0.013605442176870748,0.9863945578231292,0.062158130283441075,0.5962207856787668,0.11991701244813278,0.04564315352697095,0.350207468879668,0.18381742738589213,0.12157676348547718,0.07759336099585062,0.07344398340248963,0.02780082987551867,0.5219917012448133,0.47800829875518674
17031030604,"Census Tract 306.04, Cook County, Illinois",0.48073345734786077,0.19877757108689875,0,0.22428913101249004,0,0.058995482327929845,0.5321,47500,0.029212531752751906,0.970787468247248,0.05281358063502043,0.634706067274442,0.09832580387988307,0.056338028169014086,0.29790061121445655,0.11639649216051023,0.14802019665160776,0.11134732925857029,0.13048099920276376,0.04119053946319426,0.4456550624501727,0.5543449375498273
17031030701,"Census Tract 307.01, Cook County, Illinois",0.4664615384615385,0.26892307692307693,0.009230769230769232,0.10646153846153845,0,0.128,0.4382,39464,0.056291390728476824,0.9437086092715232,0.1377551020408163,0.5298833819241983,0.07815384615384616,0.07753846153846154,0.2590769230769231,0.22153846153846155,0.096,0.12923076923076923,0.07938461538461539,0.059076923076923075,0.4510769230769231,0.548923076923077
17031030702,"Census Tract 307.02, Cook County, Illinois",0.6196291270918136,0.019448213478064226,0,0.27544097693351427,0,0.052464947987336044,0.5609,58299,0.016293279022403257,0.9837067209775967,0.03479125248508946,0.7659045725646123,0.06693803708729082,0.023066485753052916,0.1248303934871099,0.1383989145183175,0.21754862053369517,0.14337403889642697,0.15287200361827227,0.13297150610583447,0.4997738579828132,0.5002261420171868
17031030703,"Census Tract 307.03, Cook County, Illinois",0.5975568374618256,0.18018323719036308,0,0.03664743807261622,0,0.16050220563284695,0.5669,43553,0.05641592920353982,0.9435840707964602,0.1317193270414444,0.6270004103405827,0.04648795385137428,0.12656939260264677,0.22633186291143537,0.14116050220563284,0.14285714285714285,0.10247709535120461,0.08279606379368849,0.13131998642687479,0.43942992874109266,0.5605700712589073
17031030706,"Census Tract 307.06, Cook County, Illinois",0.5757469244288225,0.14973637961335676,0,0.2,0,0.06783831282952549,0.5132,43512,0.021352313167259787,0.9786476868327402,0.04351174432036966,0.5498652291105122,0.07170474516695957,0.01546572934973638,0.20984182776801405,0.18172231985940246,0.10896309314586995,0.13181019332161686,0.08576449912126538,0.19472759226713532,0.4822495606326889,0.517750439367311
17031030800,"Census Tract 308, Cook County, Illinois",0.7402254737347086,0.030223075077956345,0,0.09546653873830654,0,0.11249700167905972,0.4408,95688,0,1,0.05471644343117697,0.7797093188942719,0.11057807627728472,0.04773326936915327,0.21611897337491004,0.18709522667306308,0.12808827056848165,0.10769968817462221,0.12640921084192852,0.07627728472055649,0.4924442312305109,0.507555768769489
17031030900,"Census Tract 309, Cook County, Illinois",0.7092130518234165,0.05918106206014075,0,0.08861164427383238,0,0.10460652591170826,0.4227,107148,0.007686932215234102,0.9923130677847659,0.0778086542278682,0.7320365224295355,0.12795905310300704,0.06621880998080615,0.2399232245681382,0.1743442098528471,0.1417146513115803,0.12476007677543186,0.08957133717210493,0.03550863723608445,0.5147152911068458,0.48528470889315417
17031031000,"Census Tract 310, Cook County, Illinois",0.690043511645764,0.04786281034041464,0,0.0918863578192987,0,0.1540824161760942,0.4301,82902,0.008008008008008008,0.991991991991992,0.055415617128463476,0.7002518891687658,0.1141540824161761,0.07294599436908114,0.2743793191707192,0.20732019452265166,0.14742769388277452,0.07678525723061172,0.04044023547478884,0.06654722293319683,0.5124136165856156,0.48758638341438443
17031031100,"Census Tract 311, Cook County, Illinois",0.673093220338983,0.03728813559322034,0,0.11080508474576271,0,0.13983050847457626,0.4204,78822,0.006869901245169601,0.9931300987548304,0.06526104417670683,0.7088353413654619,0.10656779661016949,0.049364406779661016,0.27923728813559323,0.26504237288135596,0.12203389830508475,0.06398305084745763,0.03728813559322034,0.07648305084745763,0.4258474576271186,0.5741525423728814
17031031200,"Census Tract 312, Cook County, Illinois",0.31986161346123604,0.22063217487026263,0.0031451486082717407,0.1688944802641925,0,0.2550715521308382,0.5167,41389,0.03232607167955025,0.9676739283204497,0.2657136850956485,0.36199285263821734,0.2038056298160088,0.04812077370655764,0.27614404780625884,0.12328982544425224,0.1322534989778267,0.13602767730775278,0.061330397861298944,0.01902814908004403,0.441736122031766,0.558263877968234
17031031300,"Census Tract 313, Cook County, Illinois",0.4662379421221865,0.21196141479099678,0.002057877813504823,0.19909967845659163,0,0.10508038585209004,0.4916,39064,0.03408284023668639,0.9659171597633136,0.10729821169647173,0.5621072982116965,0.1255305466237942,0.07614147909967846,0.14456591639871383,0.13980707395498393,0.13054662379421222,0.14366559485530547,0.1072668810289389,0.13247588424437298,0.5237299035369775,0.4762700964630225
